,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
Black Panther / T'chal,0.3098159509202454,0.0020376865427808193,0.5916515426497277,0.07851289043244149,52,64,52,55
Loki [asgardian],0.1901840490797546,0.0015727285716438091,0.5497470489038786,0.04545256108312673,98,74,101,116
Mantis / ? Brandt,0.07668711656441718,1.5174107243463717e-05,0.48656716417910445,0.02517121793092035,264,312,276,223
Iceman / Robert Bobby,0.49693251533742333,0.012271723496886145,0.6653061224489796,0.11015790566803178,25,25,25,25
Marvel Girl / Jean Grey,0.47546012269938653,0.009736077168795638,0.6559356136820925,0.1059980534875255,28,29,28,28
Cyclops / Scott Summer,0.6042944785276074,0.022347566374259612,0.7164835164835165,0.12308771691967031,10,9,10,9
Klaw / Ulysses Klaw,0.16564417177914112,0.0005195145767877251,0.5442404006677797,0.04427280382731409,125,139,114,118
Human Torch / Johnny S,0.5920245398773006,0.017855017006991485,0.710239651416122,0.12318061339697235,13,14,13,7
"Richards, Franklin B",0.2822085889570552,0.0025892109453048108,0.5821428571428572,0.07573843159479773,59,56,57,61
Wolverine / Logan,0.6748466257668712,0.035487086875697724,0.7546296296296297,0.13121725624674468,2,3,2,2
Firebird / Bonita Juar,0.11656441717791412,3.655449409803768e-05,0.5182829888712241,0.03717265344236333,177,285,196,147
Mr. Fantastic / Reed R,0.6073619631901841,0.02107208082684818,0.7180616740088106,0.12223773623673732,9,10,9,11
Medusa / Medusalith Am,0.15337423312883436,0.00018637402050726692,0.5406301824212272,0.046549297650006725,135,195,125,113
Dr. Strange / Stephen,0.4325153374233129,0.006539525831057114,0.6379647749510763,0.1024512931129132,33,37,33,31
Jack Of Hearts / Jack,0.1196319018404908,0.0001728892369364885,0.5283630470016207,0.0354519010037345,175,203,162,156
Mephisto,0.17177914110429449,0.001013698660343783,0.5460636515912898,0.04163700509631148,117,95,110,133
Thanos,0.2392638036809816,0.0005260464247009073,0.5679442508710801,0.07204052399905281,73,138,71,66
Swordsman / Jacques Du,0.08588957055214724,2.577598050639084e-05,0.49544072948328266,0.028190298569513914,239,301,250,188
Collector / Taneleer T,0.09202453987730061,3.324958359981932e-05,0.5150078988941548,0.030496011162784064,222,294,207,178
Lockjaw [inhuman],0.13803680981595093,0.00010414470695350089,0.5266558966074314,0.04334741004762766,148,229,166,125
Sub-mariner / Namor Ma,0.4386503067484663,0.008255105197595303,0.6404715127701375,0.09723074880311128,31,33,31,33
Pharaoh Rama-tut,0.2607361963190184,0.0007782682606820222,0.573943661971831,0.07656945968791772,64,111,64,59
Ant-man Ii / Scott Har,0.15644171779141106,0.0004256037395837013,0.5379537953795379,0.04316837655793735,133,149,132,126
Lyja Lazerfist [skru,0.09815950920245399,8.328599936121432e-05,0.5232744783306581,0.02775751501142085,212,244,179,193
Gorgon [inhuman],0.13496932515337423,0.00010412160341935352,0.535303776683087,0.04252838177842221,152,230,141,131
Nighthawk Ii / Kyle Ri,0.09815950920245399,6.632580773799944e-05,0.5207667731629393,0.029467193302771675,212,255,187,184
"Cage, Luke / Carl Luca",0.1901840490797546,0.001577716883330225,0.5516074450084603,0.05125136996165265,98,73,96,103
Colossus Ii / Peter Ra,0.5766871165644172,0.017728734381909788,0.7025862068965517,0.11962853317015405,15,15,15,13
Hellcat / Patsy Walker,0.1901840490797546,0.0007359686147964566,0.5516074450084603,0.05309012281933914,98,116,96,98
Karnak [inhuman],0.13803680981595093,0.00010967902298084178,0.5361842105263158,0.043358687511814265,148,227,138,124
Death,0.13190184049079756,0.0012676438528766252,0.535303776683087,0.04101416468977853,156,85,141,135
Redwing,0.07668711656441718,0.00014515597273289133,0.5150078988941548,0.018821452349674958,264,212,207,262
Daredevil / Matt Murdo,0.4447852760736196,0.013280259338858244,0.6417322834645669,0.09872879018555059,30,22,30,32
"Norriss, Sister Barb",0.18711656441717792,0.0006027981887485655,0.5506756756756757,0.051326495535641004,103,131,99,101
Rage / Elvin Daryl Hal,0.1441717791411043,0.0002193093760793456,0.5379537953795379,0.043008188426739244,145,182,132,127
Starfox / Eros,0.22392638036809817,0.001106562975194655,0.5630397236614854,0.06062914347562345,83,90,80,84
Demolition Man / Denni,0.09202453987730061,0.00011913071454978286,0.49770992366412214,0.027450357544919226,222,221,247,196
Sersi / Sylvia,0.25153374233128833,0.0019571887224581466,0.5709281961471103,0.06364133986017016,68,65,70,83
Spider-man / Peter Parker,0.6687116564417178,0.06180893220299028,0.7511520737327189,0.12375189187336595,3,2,3,6
Vision,0.6533742331288344,0.028624301178771645,0.7425968109339408,0.12724776896390277,5,6,5,4
Uatu,0.25153374233128833,0.0007462517033293197,0.5719298245614035,0.07301766391068495,68,114,68,65
Binary / Carol Danvers,0.2638036809815951,0.003063091364060438,0.5759717314487632,0.06683704621233988,62,53,62,76
"Gyrich, Henry Peter",0.1687116564417178,0.0008062359209964395,0.5370675453047776,0.047163427932908814,123,109,134,112
Nightcrawler / Kurt Wa,0.43558282208588955,0.008620155900904692,0.6392156862745098,0.09204222435698674,32,32,32,38
Angel / Warren Kenneth,0.5184049079754601,0.01252326565034179,0.6749482401656315,0.11276318589873185,22,24,22,22
Silver Surfer / Norrin,0.36503067484662577,0.0036908872534314055,0.6116322701688556,0.09082327735233155,41,46,41,40
She-hulk / Jennifer Wa,0.5460122699386504,0.01287987749256339,0.6877637130801688,0.11777195760114807,19,23,19,18
Ghaur [deviant],0.06134969325153374,7.009848935941035e-05,0.5038639876352395,0.019161007692950552,297,253,230,257
Dr. Doom / Victor Von,0.38650306748466257,0.0036279648157013147,0.6197718631178707,0.09647788134805929,37,47,37,34
Storm / Ororo Munroe S,0.5828220858895705,0.01840326716269652,0.7056277056277056,0.12006587207302546,14,13,14,12
Scarlet Witch / Wanda,0.5950920245398773,0.018814076166521317,0.7117903930131004,0.12228529857369135,12,11,12,10
Toad / Mortimer Toynbe,0.11656441717791412,0.00026721029479474405,0.5309446254071661,0.03471130043234012,177,176,152,162
Hulk / Dr. Robert Bruce Banner,0.558282208588957,0.014016161477632249,0.6936170212765957,0.11934893155929065,18,19,18,14
Firestar / Angelica Jo,0.2791411042944785,0.0024413147231005148,0.5811051693404634,0.07813092014493102,60,58,59,57
Wonder Man / Simon Wil,0.49386503067484666,0.008053960988847898,0.6639511201629328,0.11289111273357591,26,34,26,21
Drax / Arthur Douglas,0.23006134969325154,0.0002678523749508408,0.5649913344887348,0.07171268952959652,79,175,76,67
"Dugan, Timothy Aloyi",0.147239263803681,0.0006864762591389791,0.5397350993377483,0.04398240034072949,142,120,126,121
"Carter, Sharon",0.06134969325153374,5.47522847095469e-05,0.4787077826725404,0.014956328253101385,297,269,291,287
Black Knight V / Dane,0.4325153374233129,0.006349386993929727,0.63671875,0.10303735608420143,33,38,34,30
Sunfire / Shiro Yoshid,0.15644171779141106,0.00034754370896441817,0.5344262295081967,0.04760575517161075,133,165,145,109
Triton,0.11656441717791412,0.00011087319045874328,0.5300813008130081,0.03532618351684583,177,226,155,157
Ultron,0.15950920245398773,0.00016382983328446172,0.5424292845257903,0.04754780736945445,130,207,120,110
"Jones, Richard Milho",0.20552147239263804,0.00048198853602592225,0.5563139931740614,0.0598577333605658,94,141,91,86
Iron Man / Tony Stark,0.6226993865030676,0.024893411682719645,0.7260579064587973,0.11896061183030375,8,8,8,16
"Nelson, Franklin Fog",0.12269938650306748,0.0006919388732904059,0.5283630470016207,0.026037830631929916,169,119,162,208
Captain America,0.7914110429447853,0.067124152188827,0.8274111675126904,0.13941869775478866,1,1,1,1
"Jarvis, Edwin",0.39877300613496935,0.00979619704903395,0.6233269598470363,0.0861570686738452,36,28,36,43
Quasar Iii / Wendell V,0.3834355828220859,0.004369667899951005,0.618595825426945,0.09561412973640887,38,44,38,36
"Jameson, J. Jonah",0.25766871165644173,0.008888367355469625,0.5729349736379613,0.05579764988774818,65,31,65,94
"Masters, Alicia Reis",0.17791411042944785,0.00021758327513284054,0.5478991596638656,0.05491705251323976,112,183,106,95
Magneto / Magnus / Eric,0.36503067484662577,0.006873487691439137,0.6116322701688556,0.08057781186394533,41,36,41,49
Invisible Woman / Sue,0.598159509202454,0.018605411074321763,0.7133479212253829,0.12315048408145692,11,12,11,8
Professor X / Charles,0.5674846625766872,0.01749527632260529,0.6980728051391863,0.11850825803580674,17,16,17,17
Iron Fist / Daniel Ran,0.17177914110429449,0.0008623681246927192,0.5460636515912898,0.04975969008799376,117,105,110,106
Black Bolt / Blackanto,0.13496932515337423,9.490415226315415e-05,0.535303776683087,0.04292386271402884,152,236,141,128
Hawk,0.5214723926380368,0.01338459526012733,0.6763485477178424,0.10914159526148336,21,20,21,27
Sandman / William Bake,0.17177914110429449,0.0006147141889454018,0.5424292845257903,0.047284578632651855,117,127,120,111
Falcon / Sam Wilson,0.25766871165644173,0.0020696395188077566,0.5729349736379613,0.06574048178081375,65,63,65,78
Stingray / Dr. Walter,0.11656441717791412,0.00017285462862705146,0.5174603174603175,0.03556504316281006,177,204,199,155
Justice Ii / Vance Ast,0.15030674846625766,0.0006594527311550337,0.5388429752066116,0.04398775599483588,137,123,129,120
Hercules [greek God],0.5245398773006135,0.014562022144098791,0.6777546777546778,0.11357897065992004,20,18,20,20
Usagent / Captain John,0.2852760736196319,0.0016864406973403836,0.5821428571428572,0.080440162129451,56,70,57,50
Captain Marvel Ii / Mo,0.3006134969325153,0.002329954994249825,0.5873873873873874,0.07383173438623623,53,59,54,62
Crystal [inhuman],0.34969325153374237,0.002209273126212293,0.6048237476808905,0.0927667876283841,44,62,44,37
Tigra / Greer Nelson,0.2392638036809816,0.0007515984277166981,0.5669565217391305,0.06735972221372524,73,113,72,75
Spider-woman Ii / Juli,0.27607361963190186,0.001133268553281,0.5790408525754884,0.07800935777592949,61,89,60,58
Machine Man / X-51,0.13190184049079756,6.112258037667835e-05,0.5344262295081967,0.044033641013447554,156,264,145,119
Mockingbird / Dr. Barb,0.1901840490797546,0.0005265238629175674,0.5516074450084603,0.05612789399225419,98,137,96,93
Captain Marvel / Capta,0.11349693251533742,7.612277458818541e-05,0.5258064516129032,0.03601490680339948,186,250,169,154
Wasp / Janet Van Dyne,0.5766871165644172,0.01620200024568797,0.7025862068965517,0.11910797206402783,15,17,15,15
"Fury, Col. Nicholas",0.3282208588957055,0.004876731030305364,0.5981651376146789,0.07950660640518922,48,41,48,53
Thor / Dr. Donald Blak,0.6288343558282209,0.028647589789500414,0.7293064876957495,0.11735758873989507,6,5,6,19
Quicksilver / Pietro M,0.48773006134969327,0.013320439532639212,0.6612576064908722,0.1103063595297447,27,21,27,24
Captain Britain / Bria,0.13496932515337423,0.00042612402336147297,0.5361842105263158,0.0411060467082991,152,148,138,134
Shadowcat / Katherine,0.34662576687116564,0.004599031810873506,0.6048237476808905,0.07831245071265186,45,43,44,56
Black Widow / Natasha,0.450920245398773,0.007510124694601674,0.6455445544554456,0.10363804573293835,29,35,29,29
Ant-man / Dr. Henry J.,0.5,0.010303923753235312,0.6666666666666666,0.10977450603281368,24,27,24,26
Moon Knight / Marc Spe,0.2116564417177914,0.0008846618935276675,0.5582191780821918,0.06376014398832532,89,102,87,82
Jocasta,0.08282208588957056,3.605103741017661e-05,0.5069984447900466,0.026731584817411603,251,286,220,203
Moondragon / Heather D,0.3159509202453988,0.0017375935379014536,0.5938069216757741,0.08741429158877434,50,68,50,42
Thing / Benjamin J. Gr,0.656441717791411,0.02503653886715358,0.7442922374429224,0.12975553891926722,4,7,4,3
Beast / Henry &hank& P,0.6288343558282209,0.03120304535740402,0.7293064876957495,0.1260383706368129,6,4,6,5
Nova / Richard Rider,0.3159509202453988,0.0022748907312994913,0.5938069216757741,0.08580986460467412,50,60,50,45
