,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
"DEANGELO, DEVLIN",0.0012496094970321774,5.921334029675917e-08,0.35539025202620184,0.0009316109542448507,5271,3711,4771,4696
"DEAN, SUSAN",0.004842236800999687,2.300160049371228e-06,0.3886359497359315,0.004872909230113164,2327,2687,2323,1947
DEATH,0.04498594189315839,0.0005802990686435629,0.498326457538725,0.04345240215278619,191,336,102,113
DEATH ADDER,0.01640112464854733,5.7664145418320386e-05,0.43134348470556527,0.014769428661144997,701,1098,940,703
DEATHBIRD [SHI'AR],0.03233364573570759,0.0005150689003695791,0.45823491518144727,0.02504425367966136,305,362,482,334
DEATHCRY [SHI'AR],0.016088722274289285,9.087928907000172e-05,0.43280151433207137,0.01316029863674866,710,884,915,805
DEATHLOK / COLONEL LUT,0.007341455795064043,0.0010028239536575402,0.4145030754289414,0.005451946908922873,1640,247,1321,1777
DEATHLOK II / COL. JOH,0.00359262730396751,2.947982380875999e-06,0.3536625787205834,0.0006567578159276851,2918,2564,4876,5164
DEATHLOK III DOPPELG,0.00046860356138706655,0.0,0.32903325281389734,0.00022268168454761566,6167,4067,6103,6041
DEATHLOK III / MICHAEL,0.030146829115901278,0.0021778256581640922,0.4789406747961397,0.023306689322636884,332,147,249,376
DEATHLOK IV,0.0023430178069353325,0.0,0.37789976978926865,0.0030852876380188556,3856,4067,2978,2628
DEATHLOK | MUTANT X-,0.0023430178069353325,0.0,0.34452696157571844,0.0003118937694259633,3856,4067,5507,5844
DEATHRAVEN / JOSHUA RA,0.0012496094970321774,2.6311516858435045e-05,0.3274010432648052,0.00013395834049688735,5271,1454,6153,6240
DEATH'S HEAD,0.0012496094970321774,0.0,0.34977872479921324,0.0007344801477003366,5271,4067,5187,5024
DEATHSHIELD / ,0.001718213058419244,0.0,0.3700791953292098,0.001144315023858321,4561,4067,3662,4360
DEATH-STALKER,0.006248047485160887,2.714063819941795e-05,0.410805954825462,0.005203795141973638,1895,1443,1439,1861
DEATH STING / MIRANDA,0.0010934083099031551,1.5772333640922633e-07,0.3407131452900479,0.0003060951236005108,5492,3520,5773,5860
DEATHSTROKE / ,0.003436426116838488,0.0,0.379985754985755,0.002347759625947273,3010,4067,2834,3055
DEATHTOLL,0.0014058106841611997,3.9044196126610764e-08,0.33238149628783553,0.00024563383324836786,5057,3791,6032,6008
DEATHUNT 9000,0.005467041549515776,2.672064310666003e-07,0.4124202795851317,0.008502894873842955,2133,3400,1385,1202
DEATHURGE,0.015932521087160263,9.128759066314549e-05,0.45925394548063125,0.017323016699728785,718,881,470,585
DEATHWATCH / STEPHAN L,0.0060918462980318645,7.996914796064663e-05,0.3877884790114483,0.0020642051562191214,1940,947,2361,3281
DECAY / ,0.006560449859418931,1.3956620233824985e-06,0.3791980098323758,0.003857637730276997,1811,2893,2872,2290
DECAY II / YOSHIRO HAC,0.005935645110902842,7.769686756197288e-06,0.42168357265182455,0.007505989349484056,1994,2070,1140,1354
DECIBEL,0.0023430178069353325,0.0,0.3544261750539777,0.0013489846131698698,3856,4067,4832,4068
DEFENSOR,0.02139956263667604,5.029370828175033e-06,0.4775473668506639,0.02854857588249918,513,2309,261,265
"DEGANN, KRIS",0.001718213058419244,0.0,0.38522173415969674,0.0025938874012813645,4561,4067,2528,2907
DEIMOS,0.0018744142455482662,0.0,0.35301902398676593,0.0008886118751215853,4385,4067,4924,4789
"DEKKER, GENERAL LYLE",0.0018744142455482662,0.0,0.3877649909145972,0.002278291046386899,4385,4067,2366,3107
"DELACORTE, ARTHUR",0.0028116213683223993,7.74713602663664e-09,0.34659736884846515,0.0012738294402377462,3463,3976,5332,4156
DE LA COURTE,0.0028116213683223993,7.74713602663664e-09,0.34659736884846515,0.0012738294402377468,3463,3976,5332,4155
"DE LA FONTAINE, CONT",0.042018119337706966,0.0011580911077560961,0.48862769042894216,0.03375329323584897,212,226,166,200
"DE LA JOYA, SISTER M",0.0014058106841611997,0.0,0.36589129565068296,0.0015770451884960111,5057,4067,4157,3762
"DELANY, CAPT.",0.005310840362386754,5.818556371434399e-07,0.3806862103823512,0.005533113099872342,2184,3180,2803,1747
"DE LA SALLE, BEATRIC",0.0006248047485160887,0.0,0.3794227463995733,0.0015770583386098167,6020,4067,2858,3761
"DE LA SPIROSA, COUNT",0.0014058106841611997,9.354544484521843e-08,0.36296632271232565,0.0009210832838033084,5057,3627,4345,4730
"DELAZNY, CHARLES L.",0.0018744142455482662,3.498778820822101e-08,0.375968992248062,0.0020216080025078405,4385,3811,3128,3327
"DELAZNY, DORIAN",0.0015620118712902217,1.3579140824195433e-05,0.3525330396475771,0.00038790369610812144,4812,1769,4954,5659
"DELGADO, FATHER",0.008278662917838176,5.147215600678324e-05,0.4400907403588369,0.00853955957264445,1467,1141,774,1194
"DELGADO, LUZ",0.0014058106841611997,0.0,0.32643279624719557,0.00015486677819570246,5057,4067,6177,6216
"DELGADO, RUFUS",0.004529834426741643,1.1624146206324265e-06,0.3749560735621413,0.0035226628498758275,2437,2948,3213,2430
DELGADO,0.005623242736644799,5.663078540112963e-07,0.3957715133531157,0.006429608395838979,2087,3190,2016,1555
"DEL HIERRO, BLANCA",0.0020306154326772885,7.304067883128169e-08,0.3916075360900416,0.002818084814928267,4200,3677,2182,2775
DELILAH,0.009528272414870352,1.517018820354828e-05,0.37665470377125376,0.002728546137608989,1270,1721,3066,2823
DELPHI,0.009528272414870352,0.00011863418884410587,0.4141812770912855,0.007031086811056197,1270,783,1338,1435
DELPHI II,0.0018744142455482662,0.0,0.36226799456767766,0.001789084996314253,4385,4067,4383,3535
"DELPHIS, SIR",0.008903467666354263,1.5513104174533097e-05,0.3879764862735592,0.00561263237805019,1370,1707,2356,1726
DELPHOS,0.004217432052483598,1.871442607860659e-08,0.3463536031162086,0.002348727986632942,2569,3902,5344,3054
DELUGE II,0.0031240237425804434,2.7993590093474616e-08,0.3715827964478496,0.0017817249514952814,3214,3845,3483,3549
DELUGE,0.002967822555451421,6.873097389602615e-07,0.39584492672973476,0.004799814941286831,3351,3132,2014,1960
DEMEITYR,0.0007810059356451108,0.0,0.3404594767070836,0.0006062983188738899,5841,4067,5793,5253
DEMI-GOD,0.0032802249297094657,0.0,0.37035751475182227,0.0024778369494769573,3094,4067,3605,2974
DEMITRIUS,0.0009372071227741331,0.0,0.36153151118138693,0.0004815337426593307,5676,4067,4433,5494
DEMOGOBLIN,0.00499843798812871,1.7999460697334948e-05,0.39392074821560424,0.00306314520540987,2281,1635,2081,2635
DEMOLITION MAN / DENNI,0.026710402999062792,0.00021591811354278515,0.45790715971675844,0.02194209527728354,382,586,483,411
DEMOLITION MAN DOPPE,0.0032802249297094657,1.8749700119824518e-07,0.37857016143338656,0.002117562992084081,3094,3491,2918,3226
DEMON BEAR,0.005935645110902842,6.8118882042004715e-06,0.3725992317541613,0.00414887123095895,1994,2139,3358,2174
DEMONICUS / DR. DOUGLA,0.0060918462980318645,1.4782764489459283e-05,0.3974669398398212,0.005816800507275259,1940,1735,1918,1672
DEMONSTAFF,0.002967822555451421,0.0,0.3517195912537084,0.0013079115245602725,3351,4067,5024,4101
DENAK,0.0021868166198063103,0.0,0.3516230021420333,0.0007476433753012121,4042,4067,5049,4995
"DENNAGER, MICHAEL",0.0015620118712902217,0.0,0.36691884456671253,0.0009973641423850028,4812,4067,4031,4594
"DENNEHY, ROBERT",0.0015620118712902217,0.0,0.3568164084271542,0.0009010518457382615,4812,4067,4709,4765
"DENNIS, MARTY",0.0037488284910965324,1.696059921421746e-06,0.41560633601661906,0.004995331571658728,2830,2813,1295,1918
"DEPALMA, MR.",0.0012496094970321774,0.0,0.37857016143338656,0.0012770752084582558,5271,4067,2918,4148
"DEPAUL, SHIELD SPECI",0.0028116213683223993,1.725681555835967e-08,0.3703360907039972,0.0018639683325360383,3463,3907,3612,3469
DESADIA,0.00015620118712902218,0.0,0.2739175081293856,1.2966446802570795e-05,6354,4067,6381,6376
DESAK / DESAK STERIXIA,0.001718213058419244,0.0,0.36468242665907147,0.0011368576938926265,4561,4067,4234,4373
DESIGNATE / TARENE,0.006560449859418931,2.7017161920686764e-06,0.37661038884640274,0.004405673334553002,1811,2612,3069,2087
DESOLATION / ,0.0012496094970321774,0.0,0.3686513877692042,0.0014838290024075421,5271,4067,3820,3884
"DESTINE, ADAM",0.0031240237425804434,0.0,0.3783240751684198,0.003769855124466321,3214,4067,2937,2323
"DESTINE, NEWTON",0.0031240237425804434,0.0,0.3783240751684198,0.0037698551244663213,3214,4067,2937,2321
DESTINY II / IRENE ADL,0.037019681349578254,0.0005728996098284467,0.4740817535545024,0.029269399561833675,250,340,296,251
DESTINY / PAUL DESTINE,0.0012496094970321774,0.0,0.3512371756185878,0.0006369496978229736,5271,4067,5092,5190
DESTRAK,0.0018744142455482662,0.0,0.32058087130696045,0.0006098631207967221,4385,4067,6268,5244
DESTROYER III,0.020462355513901905,0.000164380182914739,0.4182400209054681,0.013676714500957223,540,673,1230,767
DESTRUCTOR / PROFESSOR,0.004529834426741643,7.395200583077502e-07,0.41128099704484133,0.006549522364766593,2437,3109,1420,1530
DETHSTRYK,0.00046860356138706655,0.0,0.2606571393672896,2.8615667887412183e-06,6167,4067,6401,6396
DEUCE,0.004686035613870665,2.8327483544309135e-05,0.3659749614131367,0.0016813833624162835,2377,1415,4143,3627
"DEUTSCH, GEN.",0.002655420181193377,1.5116007892415133e-06,0.3725992317541613,0.0018482150882243322,3591,2855,3358,3485
DEVASTATOR II / GREGOR,0.0018744142455482662,2.293303487685621e-06,0.3648279006154547,0.0013124438803364205,4385,2689,4220,4096
DEVASTATOR / KIROV PET,0.00046860356138706655,0.0,0.3523390203632361,0.0006410701756988051,6167,4067,4985,5183
"DEVERAUX, INSPECTOR",0.0023430178069353325,0.0,0.34876879494443236,0.001282132216640525,3856,4067,5230,4140
"DEVEREAUX, IRIS",0.0023430178069353325,0.0,0.34823759791122716,0.0010611953517652125,3856,4067,5245,4452
"DEVEREAUX, MICHELLE",0.004529834426741643,4.2931140148741703e-07,0.38540726024923244,0.0038959538863266754,2437,3257,2515,2263
DEVIL DINOSAUR,0.004686035613870665,7.978380082286393e-06,0.40132898696088265,0.0034539374194859493,2377,2053,1749,2463
DEVIL DINOSAUR | MUT,0.007497656982193065,0.0,0.34513989972505255,0.00036711039563783697,1588,4067,5422,5715
"DEVILLE, ARCADIA",0.005310840362386754,2.209019369283069e-06,0.34911113534736615,0.001499744698479028,2184,2701,5200,3867
"DEVILLE, JENNIFER CR",0.0010934083099031551,0.0,0.3676774638180565,0.0012100988263677003,5492,4067,3938,4267
DEVIL-SLAYER / ERIC SI,0.024835988753514525,0.00052727796264609,0.47797521278184263,0.02869564038120464,416,358,259,260
"DEVINE, ANTON",0.002499218994064355,0.0,0.37399228881878727,0.0027219446952016103,3730,4067,3267,2825
DEVLOR,0.013745704467353952,0.00027994262991792634,0.4236929185969557,0.011046499420507996,843,505,1082,935
"DEVOOR, ALBERT",0.0015620118712902217,2.23054925150133e-09,0.3796027275422473,0.0029426763441245058,4812,4057,2853,2701
DEVOS THE DEVESTATOR,0.014682911590128085,1.8860717008711324e-05,0.45151280062063615,0.018139239481510527,776,1613,581,539
DEVOURER,0.003436426116838488,7.829447699319935e-05,0.369587807412539,0.0009590021292074979,3010,959,3738,4657
"DEWITT, KEARSON",0.003436426116838488,1.0248320708420649e-06,0.38694469628286493,0.0037535746565140484,3010,2994,2419,2335
"DEWITT, LUCIUS",0.0018744142455482662,0.0,0.34193238263098863,0.000905564227203257,4385,4067,5714,4758
"DEWOLFF, JEAN",0.01796313651983755,0.0001594357285203995,0.45059121621621623,0.014945879830321127,640,686,597,698
"DEWOLFF, MEREDITH",0.00046860356138706655,0.0,0.34767025089605735,0.00034992221230997246,6167,4067,5279,5759
DEXAM,0.00359262730396751,5.753239349038369e-06,0.35333075776808875,0.001348067564210908,2918,2233,4895,4070
DEX,0.0009372071227741331,8.378233752168559e-08,0.36595404138561793,0.0005443290323924068,5676,3645,4146,5377
"DEZOAN, JOHN",0.0007810059356451108,0.0,0.3702290076335878,0.0009952985868863626,5841,4067,3624,4600
DHEREK,0.0012496094970321774,0.0,0.3355697662228745,0.0005665145516112514,5271,4067,5940,5351
DIABLO / ESTEBAN DE AB,0.027022805373320836,0.0005875099173485627,0.4715674720094284,0.026287211213590945,376,332,317,310
DIAMONDBACK II / RACHE,0.03811308965948141,0.0005806030574477887,0.45741640468705347,0.02473626966375594,238,335,488,340
DIAMONDBACK,0.0007810059356451108,6.100655644782932e-09,0.3409671921602045,0.0003071011277739696,5841,4008,5766,5854
"DIAMOND, BOB",0.012339893783192751,0.000220079678454927,0.4148253741981468,0.0059514357742474055,947,577,1314,1633
"DIAMOND, CHUCKY",0.001718213058419244,0.0,0.39932634730538924,0.001884496450470035,4561,4067,1835,3444
"DIAMONDE, YVETTE",0.0032802249297094657,4.276747861882162e-07,0.36899135446685877,0.002361481046179289,3094,3260,3793,3039
DIAMOND HEAD,0.00046860356138706655,0.0,0.3700791953292098,0.0008226681730443689,6167,4067,3662,4892
DIAMONDHEAD / DYKER,0.012183692596063729,5.600800744951271e-05,0.39086635325721963,0.006360188615886159,970,1110,2216,1575
"DIAMOND, KATHY",0.0009372071227741331,0.0,0.3629251700680272,0.0009479589821389255,5676,4067,4348,4669
DIAMOND LIL / LILLIAN,0.017182130584192438,0.00026222642808682007,0.43429889424055357,0.012069247086507072,667,531,887,865
"DIBBS, LIONEL",0.001718213058419244,0.0,0.38840016987198933,0.0032644577170700545,4561,4067,2333,2535
DIBDEB,0.0031240237425804434,0.0,0.3602701181767023,0.0015433105318114026,3214,4067,4494,3818
DICE / ROB FORTUNE,0.0014058106841611997,5.819973391225558e-07,0.3771206409048068,0.0008430310701992346,5057,3174,3042,4863
"DICHINSON, RICKY",0.00046860356138706655,0.0,0.3661214686034542,0.0004095860433202552,6167,4067,4125,5604
"DIEGO, MANUEL",0.0014058106841611997,0.0,0.3599460249634544,0.0008933989309684672,5057,4067,4516,4777
DIE'ODE / ,0.0023430178069353325,0.0,0.34909209880582365,0.001365791330603378,3856,4067,5205,4032
"DIETZ, SUSAN",0.001718213058419244,0.0,0.3587961665639186,0.001258088707747826,4561,4067,4583,4196
DIGGER,0.006248047485160887,3.7956510160516136e-06,0.39675260287555775,0.0054769394050218885,1895,2450,1969,1772
DIGGER II / ,0.002967822555451421,3.2089154926773817e-06,0.3663309681849393,0.0014940782748248328,3351,2531,4099,3873
"DILLON, ANITA",0.002967822555451421,0.0,0.36708715596330277,0.0010800625517019735,3351,4067,4001,4428
"DILLON, BERNIE",0.004217432052483598,6.136072472897634e-06,0.37852539466682433,0.0017367419372254684,2569,2194,2923,3579
"DILLON, JONATHAN",0.002967822555451421,0.0,0.36708715596330277,0.0010800625517019718,3351,4067,4001,4430
DINAH-SOAR,0.016088722274289285,7.325504975379097e-05,0.4227695965132404,0.012481332603980544,710,986,1109,838
DINU,0.004217432052483598,1.6690489992906248e-06,0.35950134770889486,0.0022268749282877607,2569,2819,4544,3154
DIONYSUS [GREEK GOD],0.004842236800999687,3.3644380900157106e-06,0.40135414707541844,0.0049886865643568165,2327,2501,1747,1920
"DIPALMA, JOHNNY",0.0023430178069353325,0.0,0.3683756257552218,0.0013717347797605613,3856,4067,3852,4013
DIRECTOR X,0.0023430178069353325,0.0,0.3417316109746984,0.0006985395825166822,3856,4067,5726,5099
DIRGE / ,0.0012496094970321774,0.0,0.3686513877692042,0.0014838290024075432,5271,4067,3820,3882
"DIRKSON, GUS",0.0023430178069353325,0.0,0.3448795992027151,0.001394314920193967,3856,4067,5466,3980
DIRT NAP,0.00718525460793502,2.013749836440984e-05,0.3748463024767258,0.0029017121715376073,1664,1591,3219,2717
DIRTY WOLFF,0.0012496094970321774,1.0867775284414733e-07,0.3413853783394657,0.0005202180692039684,5271,3593,5737,5418
DISCUS,0.008278662917838176,7.855061770232355e-06,0.41601143674052893,0.006648430495063749,1467,2063,1277,1522
DISPROSIUM,0.005935645110902842,7.452221201640424e-07,0.39719568184638293,0.005522355851732565,1994,3096,1929,1756
DISTORTER,0.00031240237425804435,0.0,0.3522808562152644,0.00048752689614049363,6269,4067,4990,5487
DIVINITY,0.0039050296782255542,2.7150503372336224e-05,0.40259086907307257,0.004754648139003643,2721,1442,1703,1977
"DIXON, GENERAL",0.0020306154326772885,0.0,0.3655778894472362,0.0011715091550435809,4200,4067,4185,4322
DIZZIE,0.001718213058419244,0.0,0.3783240751684198,0.002089822908562254,4561,4067,2937,3253
D'KAY,0.0009372071227741331,0.0,0.34461969101577217,0.000325559874415371,5676,4067,5491,5813
D.K. / DAVID KALEN,0.002655420181193377,2.9537494156329063e-07,0.3715827964478496,0.001536828174826475,3591,3363,3483,3829
D'KEN [SHI'AR],0.010621680724773508,1.0083122006314018e-05,0.420824295010846,0.010281034472864868,1131,1921,1159,1000
DMITRI,0.0039050296782255542,3.134414010910787e-06,0.41452991452991456,0.006483034592335022,2721,2541,1319,1538
D.O.A.,0.0067166510465479536,6.391286772994545e-06,0.3634815193323114,0.002522615084662404,1774,2175,4298,2944
DOC,0.002655420181193377,1.1078084282260118e-07,0.3567766384306732,0.0007646143346267498,3591,3592,4714,4978
"DOCKERY, RUPERT",0.0018744142455482662,3.958576223722814e-07,0.36771970132107984,0.0009177367382342507,4385,3278,3926,4736
DOC SAMSON / DR. LEONA,0.04779756326148078,0.0015834800899586763,0.49325834039602434,0.039932529187299434,170,189,128,140
DOC SAMSON | MUTANT,0.0021868166198063103,0.0,0.34450842167572515,0.00029762319370408495,4042,4067,5519,5887
DOCTOR DREDD,0.0021868166198063103,1.8581344863366456e-06,0.3553705245628643,0.0010560609897085234,4042,2781,4774,4461
"DOCTOR, DR. JOSHUA",0.0012496094970321774,0.0,0.32359482410028306,0.0001194380068396747,5271,4067,6239,6278
DOCTOR MANDIBUS,0.0010934083099031551,0.0,0.3465598440967899,0.0008092271405209973,5492,4067,5338,4908
DOGGEREL,0.0006248047485160887,0.0,0.35160369068541303,0.0003986700618136326,6020,4067,5057,5628
"DOLAN, CAPT. THOMAS",0.0037488284910965324,1.6036910074403533e-05,0.3623500113199004,0.0010458192269472487,2830,1693,4379,4484
"DOLAN, STACY",0.007497656982193065,0.0002513343437440271,0.40350434892222364,0.003432353689661958,1588,539,1675,2481
DOLLAR BILL,0.009215870040612308,1.5637728916308117e-05,0.45192714951291824,0.010622768731012923,1318,1702,573,970
DOLMAN,0.0039050296782255542,2.044755589148025e-06,0.38223177503134514,0.0021777756200253772,2721,2730,2698,3184
"DOMANI, DINO",0.00031240237425804435,0.0,0.35127572016460906,0.0003595745379267417,6269,4067,5089,5736
DOMINA,0.010621680724773508,6.069868192871271e-05,0.3919671830037348,0.007232740722123477,1131,1076,2171,1400
DOMINEX,0.002499218994064355,0.0,0.38821175186465345,0.003972221468812907,3730,4067,2343,2234
DOMINO II,0.0007810059356451108,0.0,0.3716043649872301,0.0007971390448544397,5841,4067,3482,4923
DOMINO III / BEATRICE / ,0.052014995313964384,0.002597310970671358,0.45433255269320844,0.023092848429534237,156,122,528,382
DOMINO,0.0009372071227741331,4.103589274890397e-06,0.36230899830220714,0.0004929076771583568,5676,2410,4382,5480
DOMINUS II,0.001718213058419244,3.44346392815043e-08,0.3768098881695115,0.0026868899771540877,4561,3812,3060,2842
DOMINUS,0.0012496094970321774,0.0,0.36867261733371726,0.0021625845859457827,5271,4067,3817,3194
DOMO,0.0078100593564511085,2.436063860884423e-05,0.388,0.006236603700084578,1526,1491,2354,1594
"DONALDSON, LINDA",0.004529834426741643,1.9786695914348774e-06,0.40758897306933217,0.005581736708628354,2437,2747,1551,1736
DONAR,0.002499218994064355,6.748539731767412e-08,0.381162181471779,0.0018712731401738386,3730,3693,2763,3462
"DON, GAI NO",0.0009372071227741331,2.5686971135928133e-09,0.3358514321687126,0.00042562668108121884,5676,4055,5935,5575
"DONLEAVY, HANNAH",0.004217432052483598,1.0481891556073505e-05,0.38865954346770276,0.0035303040615684554,2569,1904,2320,2428
"DONNELY, VICTORIA TO",0.0031240237425804434,2.6838882348017514e-07,0.34882580504549665,0.001405152712117364,3214,3397,5227,3974
"DONOHUE, TREVOR",0.0023430178069353325,4.651695720298131e-06,0.38762412206345365,0.002009898653173724,3856,2350,2382,3341
DONYELL,0.0028116213683223993,7.400455878335038e-08,0.35505518274083525,0.002196651171152131,3463,3672,4783,3172
"DOOM, DR. BOB",0.00046860356138706655,0.0,0.35166163141993956,0.00040918530388936176,6167,4067,5041,5606
DOOMSDAY MAN,0.005154639175257732,2.08483451820445e-06,0.4100429129571511,0.006465609659201963,2237,2718,1464,1548
DOOMSDAY MAN II,0.0015620118712902217,0.0,0.3666456674875437,0.0018048647939524435,4812,4067,4064,3523
DOOP,0.0031240237425804434,1.3108700663688165e-05,0.3675719124992823,0.0013840277881737265,3214,1791,3943,3990
DOORMAN,0.016088722274289285,7.325504975379097e-05,0.4227695965132404,0.012481332603980554,710,986,1109,836
DOPPELGANGER,0.017182130584192438,8.092299143949326e-05,0.4563404376648371,0.01910475498519933,667,936,499,505
"DORCAS, LEMUEL DR.",0.00359262730396751,8.209076053918192e-06,0.39038965790596986,0.0023358246138213386,2918,2041,2229,3068
DORMA [ATLANTEAN],0.012808497344579818,0.000165936352870465,0.4342105263157895,0.012499683010398582,904,667,889,834
DORMA II [ATLANTEAN],0.006872852233676976,7.538155444984135e-05,0.4344757380386834,0.009642192469456018,1733,979,879,1085
DORMAMMU,0.02389878163074039,0.00180237158213235,0.4611063094209162,0.01728259818561737,436,170,449,588
"DORNOVA-BLONSKY, NAD",0.005467041549515776,1.3553586462693213e-05,0.41582229150428685,0.005528318129746216,2133,1772,1285,1748
DORREK II,0.001718213058419244,0.0,0.38250582541674133,0.0026038142155975857,4561,4067,2685,2901
DORREK [SKRULL],0.00999687597625742,8.527183751030842e-05,0.4281701444622793,0.009495976555690467,1215,917,986,1097
DOUGHBOY,0.0060918462980318645,8.97712734289861e-06,0.40017502187773474,0.004021647369972454,1940,1983,1797,2210
DOUGLOCK 2013,0.0012496094970321774,0.0,0.3367169831168148,0.00021810530350753406,5271,4067,5897,6073
"DOVER, DONNA-LEE",0.0037488284910965324,5.211179310915797e-06,0.37836879432624115,0.0017039951393344956,2830,2282,2931,3611
DOVINIA,0.0007810059356451108,0.0,0.29992972593113143,3.6632983208634725e-05,5841,4067,6347,6358
DRACCHISS,0.0012496094970321774,0.0,0.31474926253687313,0.0002289409104700166,5271,4067,6320,6025
DRACULA | MUTANT X-V,0.012808497344579818,0.00013632547591839437,0.36472397880704155,0.001299915250141315,904,736,4228,4112
DRACULA / VLAD TEPES,0.026241799437675725,0.0030197329977120655,0.47858264184794796,0.025261439245603045,389,110,255,329
DRAGONA,0.0023430178069353325,0.0,0.36232950365046124,0.001836921778694035,3856,4067,4380,3493
"DRAGONBLOOD, ULYSSES",0.005779443923773821,3.2052695730443685e-06,0.3491682574311426,0.0015119367190898625,2050,2534,5198,3852
DRAGONESS,0.008591065292096219,5.602311146005447e-06,0.394357521251694,0.00823998222616849,1414,2250,2068,1251
DRAGONFIST,0.0032802249297094657,0.0,0.37035751475182227,0.002477836949476958,3094,4067,3605,2972
DRAGONFLY II / MEIKO Y,0.004373633239612621,1.5621541329337131e-06,0.3697158697158697,0.0016305033094880233,2505,2843,3721,3704
DRAGONFLY / VERONICA D,0.026085598250546703,0.00036593962600636504,0.44390514491748717,0.0173031036755542,391,441,704,587
DRAGONHEAD,0.0007810059356451108,0.0,0.3580737177694502,0.0004598252164803597,5841,4067,4624,5520
DRAGON MAN,0.01733833177132146,0.00016528671750357153,0.44495412844036697,0.015679670331685023,659,669,690,656
"DRAGONMEGAS, JESSIE",0.0006248047485160887,0.0,0.3049878519365442,3.3895204414319943e-05,6020,4067,6339,6364
DRAGON OF THE MOON,0.0021868166198063103,1.0310462066288874e-08,0.3894871326884468,0.003113245072764203,4042,3945,2277,2607
DRAGONUS,0.0015620118712902217,3.492592176210992e-07,0.35340877725641734,0.0008448783868778164,4812,3326,4888,4859
DRAGONWING / ,0.002655420181193377,6.306182458815627e-09,0.346916657635201,0.0010194710555654822,3591,3999,5306,4544
"DRAGO, VALERIE",0.00015620118712902218,0.0,0.35170026918639785,0.00033722403510878487,6354,4067,5031,5790
"DRAKE, CARLTON",0.006560449859418931,4.663609250415218e-06,0.38708507164883005,0.004457159814343161,1811,2346,2407,2073
"DRAKE, FRANKLIN",0.006872852233676976,7.614005913608646e-05,0.36831204694511566,0.0023881301854439606,1733,973,3861,3021
"DRAKE, MADELINE BEAT",0.00499843798812871,3.851967106441827e-06,0.3821861381410065,0.005611718080393739,2281,2442,2700,1728
"DRAKE, MALCOLM",0.0014058106841611997,0.0,0.36439182651260743,0.0015170859630132042,5057,4067,4259,3848
"DRAKE, WILLIAM ROBER",0.0078100593564511085,1.6070062107679687e-05,0.41593035343035345,0.008678860056701933,1526,1691,1281,1177
"DRAN, DAMON",0.0023430178069353325,5.289959229932795e-06,0.3867576874282607,0.0019171883251004982,3856,2279,2434,3420
DR. ANGST / FLOYD MANG,0.0015620118712902217,0.0,0.3522808562152644,0.0004463632525763611,4812,4067,4990,5545
DRAX / ARTHUR DOUGLAS,0.04764136207435176,0.0011039149088759644,0.4907627443464929,0.041605778490925886,172,233,149,126
DRAX DOPPELGANGER,0.009215870040612308,0.0,0.44012099546267014,0.014260386113087765,1318,4067,769,735
DRAX | MUTANT X-VERS,0.007497656982193065,0.0,0.34513989972505255,0.00036711039563783676,1588,4067,5422,5724
DR. BONG,0.0028116213683223993,1.037878696211829e-05,0.36495268498460837,0.0010754236094928,3463,1907,4215,4436
DR. DECIBEL / ANTON DE,0.00359262730396751,8.223399785037483e-08,0.3301701908200103,0.0008590701401599481,2918,3651,6082,4831
DR. DOOM CLONE / VICTO,0.002967822555451421,1.3536999887291925e-07,0.3845045045045045,0.0040309923489544675,3351,3550,2572,2206
DR. DOOM DOPPELGANGE,0.0021868166198063103,0.0,0.3930500982318271,0.0021342973964403765,4042,4067,2123,3208
DR. DOOM | MUTANT X-,0.010465479537644486,1.9303469787794206e-06,0.34549379384781437,0.0003925687812893699,1156,2756,5393,5638
DR. DOOM | TIMESLIDE,0.0039050296782255542,0.0,0.38771802325581395,0.003517393750815406,2721,4067,2369,2441
DR. DOOM / VICTOR VON,0.1041861918150578,0.010941802582885624,0.5163736086465559,0.06486177896879589,50,32,49,43
DR. DRUID / ANTHONY LU,0.07716338644173695,0.0023373771661452727,0.5072498217256952,0.05702243313061024,79,137,71,60
DREADFACE,0.003436426116838488,2.9939065381526232e-05,0.4031486146095718,0.004764548612861609,3010,1383,1686,1971
DREADKNIGHT / BRAM VEL,0.011246485473289597,2.7593981407698914e-05,0.4268853770754151,0.01033869424178953,1063,1437,1014,993
DREADNAUGHT,0.002967822555451421,5.843448564911474e-07,0.374254647492108,0.0021200995671127034,3351,3173,3248,3225
DREAMGUARD / DEPUTY WI,0.0010934083099031551,0.0,0.37001502716448964,0.0012476688938186631,5492,4067,3677,4211
DREAMING CELESTIAL / T,0.0060918462980318645,2.360189368890208e-05,0.4009770762871101,0.004757907020161768,1940,1515,1774,1975
DREAM QUEEN,0.0028116213683223993,0.0,0.341567518540255,0.0018218545134925908,3463,4067,5731,3508
"DREYFUSS, RACHEL",0.0039050296782255542,1.4117661227453737e-07,0.37568217827592276,0.0029588846660717405,2721,3543,3158,2689
DR. FAUSTUS,0.0039050296782255542,4.230313287387783e-06,0.4102531239987184,0.003863546279689654,2721,2395,1458,2286
DR. GOODWRENCH,0.0007810059356451108,0.0,0.3740578439964943,0.0016923854949619326,5841,4067,3265,3618
DR. HYDRO,0.0007810059356451108,0.0,0.35521278366531656,0.0007094381271238429,5841,4067,4780,5071
