,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
ABOMINATION / EMIL BLO,0.0038461538461538464,3.27386728455423e-05,0.35725190839694654,0.006443598383461759,1005,636,568,638
ABSORBING MAN / CARL C,0.02264957264957265,0.00017503767954906316,0.42584167424931757,0.038726513880492766,182,448,139,138
"ACHEBE, REVEREND DOC",0.003418803418803419,5.220184784100987e-08,0.31802120141342755,0.0009542895723263575,1126,1285,1817,1831
ACHILLES II / HELMUT,0.004700854700854701,3.6541293488706915e-08,0.3369815668202765,0.0023614870920970923,861,1298,1355,1210
"ADAMS, CINDY",0.002564102564102564,0.0,0.3249097472924188,0.0016969067310161024,1362,1310,1653,1451
"ADAMS, NICOLE NIKKI",0.00641025641025641,1.7082736739757275e-05,0.32191498142798186,0.0014244009764366348,653,705,1734,1577
ADMIRAL PROTOCOL / ,0.004273504273504274,5.994620549651888e-07,0.3292991837883479,0.0030381359209038982,937,1101,1548,1031
ADORA,0.002564102564102564,0.0008547008547008547,0.3462562888428529,0.005584341422045397,1362,258,1052,691
ADVA,0.0029914529914529912,1.4616517395482766e-07,0.3374675511970003,0.0017416917613777793,1243,1232,1334,1431
ADVERSARY,0.008547008547008548,4.181348939001816e-06,0.3515625,0.011439008647269228,468,893,728,418
AEGIS / TREY ROLLINS,0.003418803418803419,2.283830843044182e-07,0.32590529247910865,0.002573506191157417,1126,1199,1646,1156
AENTAROS,0.0029914529914529912,4.567661686088364e-07,0.3084629580806749,0.0005676042262987643,1243,1132,1958,1996
AGAMEMNON III / ,0.005128205128205128,1.8479361447463207e-06,0.33703010226127034,0.00237698798402759,808,969,1351,1203
AGAMOTTO,0.0017094017094017094,0.0,0.32920652785593696,0.0014236463858595463,1649,1310,1564,1578
AGED GENGHIS,0.0008547008547008547,0.0,0.32897511598481655,0.0011298571165833883,1996,1310,1578,1743
"AGEE, DR. AUBREY",0.0008547008547008547,0.0,0.33766233766233766,0.0022864404919712075,1996,1310,1330,1236
AHAB / RORY CAMPBELL,0.004273504273504274,0.0,0.35182679296346414,0.009649473451219106,937,1310,720,466
AHQLAU,0.0029914529914529912,0.0,0.31245827213246097,0.0012519423120588076,1243,1310,1911,1645
AHURA,0.002136752136752137,0.0,0.310098065200106,0.002097943970278912,1489,1310,1952,1292
AIREO / AEOLUS [INHUMA,0.00811965811965812,7.43096381006411e-05,0.3380037555972844,0.0070170544410532686,497,547,1297,595
AIR-WALKER / GABRIEL L,0.002136752136752137,7.36054917350742e-08,0.32427937915742794,0.0020110639270823688,1489,1276,1662,1328
AJAK / TECUMOTZIN [ETE,0.005128205128205128,2.6130298903458024e-05,0.34110787172011664,0.0024123701787330124,808,665,1187,1194
AJAX,0.005128205128205128,1.8479361447463207e-06,0.33703010226127034,0.002376987984027591,808,969,1351,1202
ALBERT,0.003418803418803419,1.5806901151980986e-06,0.3463587921847247,0.0027278346595337104,1126,982,1047,1117
"ALEXANDER, CALEB",0.002564102564102564,0.0,0.3373702422145329,0.0020296686357134494,1362,1310,1338,1321
"ALEXANDER, CARRIE",0.005555555555555556,6.563231554335795e-05,0.35994462390401477,0.00418769752744239,754,561,528,840
"ALRAUNE, MARLENE",0.005555555555555556,0.0002822895178473191,0.3494101836643273,0.0019144486830157798,754,367,838,1370
"ALVAREZ, FELIX",0.0038461538461538464,6.064114657530647e-07,0.3386396526772793,0.0021875159669045236,1005,1099,1255,1263
"ALVAREZ, PAUL",0.0017094017094017094,0.0,0.2623612512613522,0.0003133874508001126,1649,1310,2258,2104
AMIKO,0.001282051282051282,0.0,0.3436123348017621,0.0013865755286108302,1804,1310,1126,1588
AMPHIBIAN / KINGLEY RI,0.0059829059829059825,3.8515596600187404e-05,0.3502994011976048,0.004682737641925475,702,621,804,786
AMPHIBIUS,0.007692307692307693,1.5324707650589234e-05,0.3522504892367906,0.011583988061680733,530,716,698,415
ANACONDA / BLANCHE SIT,0.010256410256410256,1.796642156813297e-05,0.35492188684968906,0.0036584151622702466,395,702,627,911
ANAK,0.007692307692307693,5.484914801062487e-06,0.34080978735799594,0.003540198760508795,530,866,1194,933
ANALYZER,0.008974358974358974,5.564741386291876e-05,0.34774855104770397,0.007214709482924191,442,586,924,587
ANCIENT ONE,0.003418803418803419,1.1519592417034287e-06,0.32967032967032966,0.002187890036971163,1126,1019,1537,1262
"ANDERSSEN, TANYA",0.0008547008547008547,0.0,0.3326226012793177,0.0013140022122583037,1996,1310,1464,1626
"ANDREWS, DARYL TROOP",0.0017094017094017094,0.0,0.3121664887940235,0.0005071064713965482,1649,1310,1923,2028
ANDROMEDA / ANDROMEDA,0.006837606837606838,6.391507264157578e-05,0.3750601057861837,0.011023664819049657,605,565,340,427
ANGAR THE SCREAMER / D,0.0017094017094017094,3.0888894583901403e-06,0.33815028901734107,0.002383066108805521,1649,929,1294,1200
ANGEL / WARREN KENNETH,0.11452991452991453,0.017074286715506638,0.4979782932538838,0.11415522111592108,19,29,17,19
ANGLER,0.0008547008547008547,0.0,0.3231151615575808,0.0009777674043289935,1996,1310,1691,1801
ANNIHILUS,0.006837606837606838,2.070491564496881e-05,0.37650844730490746,0.015076933496462629,605,692,328,336
ANSWER,0.0017094017094017094,0.0,0.3489412466447957,0.0017892807970532115,1649,1310,859,1413
ANT-MAN / DR. HENRY J.,0.09829059829059829,0.006800686149542874,0.4896421845574388,0.10842406262383,28,64,28,25
ANT-MAN II / SCOTT HAR,0.027777777777777776,0.0006795901592364644,0.4276315789473684,0.04081026663364387,155,285,134,129
APE MAN / GORDON MONK,0.003418803418803419,5.9072092320272384e-05,0.33060186493359706,0.0015245290842485991,1126,578,1503,1534
APE / ,0.005128205128205128,9.37702037100073e-07,0.3466666666666667,0.006755498545564409,808,1041,1039,616
APE-X / XINA,0.005555555555555556,2.0428897844685693e-07,0.282950423216445,0.0007833989163618798,754,1203,2141,1926
APOCALYPSE / EN SABAH,0.03205128205128205,0.0012344149036349335,0.4112478031634446,0.041489172471600874,127,208,188,127
APOCALYPSE | MUTANT,0.00042735042735042735,0.0,0.31746031746031744,0.0008754321964689134,2176,1310,1846,1873
APOLLO [GREEK GOD],0.002136752136752137,0.0,0.3443201883460859,0.003774426157156521,1489,1310,1107,886
AQUARIAN / WUNDARR,0.0029914529914529912,2.783662875408048e-06,0.3644859813084112,0.006775564247459334,1243,942,450,614
AQUARIUS / DARREN BENT,0.004273504273504274,6.555782104124009e-05,0.3382480485689506,0.0015233428871843614,937,562,1289,1538
ARABIAN KNIGHT / ABDUL,0.002564102564102564,8.343887793914918e-08,0.34754195752264966,0.003425924382049923,1362,1272,946,964
ARAGORN,0.008547008547008548,6.248107100926497e-07,0.39248574303924855,0.01838946447432261,468,1092,240,286
ARAKI [SHI'AR],0.0038461538461538464,0.0,0.3508771929824561,0.007847630894125109,1005,1310,769,549
"ARBOGAST, BAMBI",0.011965811965811965,0.0002794641041458878,0.36873621178695243,0.010737693553472382,349,370,397,432
ARCADE / ,0.0059829059829059825,6.944934522424576e-05,0.37249283667621774,0.010272761015139681,702,553,356,443
ARCADIUS,0.004700854700854701,0.0003237423126256788,0.33947482953721164,0.003203981431888853,861,352,1224,994
ARCANNA / ARCANNA JONE,0.011965811965811965,0.00033921237102469814,0.34961900493052445,0.006557006053248589,349,350,827,628
ARCHAEOPTERYX / TONAJA,0.00641025641025641,3.770397100880213e-07,0.32347249101465303,0.003734660668693413,653,1148,1681,896
ARCHER / JUDE BLACK,0.0017094017094017094,0.0,0.31784841075794623,0.0009370710649914973,1649,1310,1822,1835
"ARCHER, ULYSSES SAMS",0.0029914529914529912,0.00017094035630952885,0.33018202342316916,0.001162496386838356,1243,452,1514,1716
ARCLIGHT / PHILLIPA SO,0.011965811965811965,0.0007273844366240087,0.3738019169329074,0.012453781846578757,349,278,351,395
ARES [GREEK GOD],0.009829059829059829,0.00015640578350154967,0.3744599135861738,0.015445077066378989,414,461,345,327
ARIA,0.00042735042735042735,0.0,0.34341062518344584,0.0013077139266074057,2176,1310,1132,1631
ARIDES,0.0008547008547008547,0.0,0.33200908059023837,0.001936552338224776,1996,1310,1483,1362
ARIEL II,0.0038461538461538464,0.0,0.32116387592643425,0.0023365765211965247,1005,1310,1749,1219
ARIES II / GROVER RAYM,0.004273504273504274,0.0,0.3382480485689506,0.0016065467163374671,937,1310,1289,1491
ARISHEM [CELESTIAL],0.0059829059829059825,0.0012113926182135653,0.3415559772296015,0.0025122003237495758,702,210,1172,1166
ARKON,0.004273504273504274,1.4637034855747477e-06,0.36183701871037577,0.010710410871210675,937,994,486,433
ARKO,0.001282051282051282,0.0,0.29631505635051286,0.0008016864929477238,1804,1310,2071,1916
"ARMBRUSTER, COLONEL",0.001282051282051282,0.0,0.334429041017579,0.0017605637878817834,1804,1310,1419,1425
ARON [WATCHER],0.00641025641025641,1.2023632884650712e-06,0.34442154842508094,0.008230956750631076,653,1016,1102,529
ARRANGER / ,0.01282051282051282,3.722410250441625e-05,0.3561643835616438,0.005590886476156937,326,624,588,690
"ASH, BRANDY",0.002136752136752137,0.0,0.332669889110037,0.002169427449223233,1489,1310,1462,1267
ASHEMA [CELESTIAL],0.002136752136752137,0.0,0.34285714285714286,0.0056733756174547735,1489,1310,1140,680
ASMODEUS,0.00042735042735042735,0.0,0.3288826423049895,0.0009679110094830209,2176,1310,1583,1811
ASP II / CLEO,0.013675213675213675,0.0007620168146761668,0.35600182565038796,0.00374219513769168,305,276,599,895
ASTRA,0.002136752136752137,4.567661686088364e-07,0.29586546971804273,0.0005266856399138095,1489,1132,2077,2019
ASTRA II,0.00042735042735042735,0.0,0.31685849695328366,0.0007794805654613142,2176,1310,1854,1928
ASTRONOMER,0.001282051282051282,0.0,0.3202846975088968,0.0008626185951585399,1804,1310,1775,1886
"ASTROVIK, NORMA",0.002564102564102564,0.0,0.3269983230855226,0.0031578514733401845,1362,1310,1633,1005
ATALANTA,0.006837606837606838,8.850912560355893e-06,0.33722438391699094,0.0024545748266913987,605,809,1344,1179
ATHENA [GREEK GOD],0.0017094017094017094,0.0,0.3425559947299078,0.002612324139461239,1649,1310,1148,1144
ATLAS,0.001282051282051282,0.0,0.35246272028920017,0.002360902962868312,1804,1310,692,1212
ATTUMA,0.013247863247863248,0.00013092898610308413,0.39413845376452755,0.022896677271622794,315,480,235,237
AUGUST PERSONAGE IN,0.002564102564102564,0.0,0.3222252822913798,0.0013356336514202072,1362,1310,1732,1611
AURA / ANN HERD,0.00042735042735042735,0.0,0.2577944254709706,1.645091351486833e-05,2176,1310,2291,2324
AURIC / ,0.0059829059829059825,5.511569032537325e-08,0.3192795742939009,0.0050147816108928375,702,1284,1798,741
AURORA / JEANNE-MARIE,0.03547008547008547,0.0019390706760896636,0.444613338400152,0.05606175459767253,118,164,92,87
"AUSTIN, SUSAN",0.014102564102564103,0.00020420218683194275,0.36591086786551996,0.009754748620628105,296,417,431,460
"AUTHIER, POLICE CHIE",0.003418803418803419,0.0,0.2969920040614291,0.0013342880618898163,1126,1310,2063,1612
"AUTHIER, TRACY TRACE",0.005555555555555556,1.1043526791672235e-06,0.29850746268656714,0.0016969854079495034,754,1023,2046,1450
AUTHORITY / ,0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
AVALANCHE / DOMINIC PE,0.018803418803418803,0.00014315459368195165,0.3943377148634985,0.028883782434679265,233,469,233,183
AVIA,0.004700854700854701,2.023838231438438e-07,0.348993288590604,0.009149017472594844,861,1204,857,488
"AVRIL, SALLY",0.003418803418803419,0.0,0.3479036574487065,0.0027158291900338393,1126,1310,914,1119
"AYALA, AWILDA",0.0038461538461538464,4.983223892085771e-05,0.3020914020139427,0.0004063592988891984,1005,596,2022,2082
"AYALA, MRS.",0.001282051282051282,0.0,0.260985946910551,4.1813568851673226e-05,1804,1310,2266,2289
AZIR,0.00042735042735042735,0.0,0.3138412017167382,0.0004677210055047157,2176,1310,1879,2049
BACILLUS,0.002136752136752137,0.0,0.32019704433497537,0.0006389720705167162,1489,1310,1785,1970
"BADALAMENTE, JESUS",0.00042735042735042735,0.0,0.26259679048367185,5.588357797780912e-05,2176,1310,2255,2272
"BADALINO, LT. MICHAE",0.00042735042735042735,0.0,0.2863085770219014,0.00015233672412570676,2176,1310,2132,2185
"BAKER, ANNE-MARIE",0.001282051282051282,0.0,0.34718100890207715,0.0015460347683819305,1804,1310,976,1512
BALDER [ASGARDIAN],0.03632478632478633,0.002641989197168566,0.3987730061349693,0.020362468264627342,114,132,219,263
"BALDWIN, JUSTIN",0.0029914529914529912,0.0,0.32860553293076816,0.0035995985387119915,1243,1310,1602,926
"BALDWIN, MADELYNE MA",0.005128205128205128,5.872707882113611e-07,0.3288364249578415,0.0041530626442870585,808,1107,1593,845
"BALLANTINE, KAYLA",0.011538461538461539,0.0003273243058268126,0.36711641041732035,0.009657006165322134,361,351,420,465
BAMBI,0.004700854700854701,0.0,0.34764522359233396,0.0029062499168268333,861,1310,937,1070
"BANCROFT, MARTINE",0.00042735042735042735,0.0,0.2673063742289239,7.258644425734864e-05,2176,1310,2208,2242
"BANKS, SHARON",0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
"BANNER, BETTY ROSS T",0.03247863247863248,0.003925687325310145,0.4330927262631871,0.03509482525374078,125,107,113,151
"BANNON, LANCE",0.011538461538461539,1.2902579279470847e-05,0.35449174367520075,0.005542987924461858,361,744,646,695
BANSHEE II,0.001282051282051282,0.0,0.3155765340525961,0.001151917498431901,1804,1310,1868,1725
BANSHEE / SEAN CASSIDY,0.05299145299145299,0.006673386042428095,0.40794979079497906,0.045668565978190204,63,65,197,109
BANTAM / ,0.001282051282051282,0.0,0.2972560975609756,0.0005608402709389339,1804,1310,2058,2000
"BARBAROSSA, VINNIE",0.00042735042735042735,0.0,0.2916978309648467,0.0001767378298098777,2176,1310,2117,2165
BARBARUS,0.005128205128205128,7.932784794484034e-06,0.34671803230108167,0.0063525246436544275,808,822,1036,643
BARON BLOOD II / VICTO,0.003418803418803419,9.855998882648447e-07,0.3293918918918919,0.0016319534998789583,1126,1038,1543,1476
BARON BLOOD / JOHN FAL,0.002564102564102564,0.0,0.3559476726498327,0.002821101841129833,1362,1310,600,1093
BARON MORDO / KARL MOR,0.004273504273504274,1.0084408395702827e-06,0.32953105196451205,0.0022700394738031974,937,1034,1539,1238
BARON STRUCKER / WOLFG,0.008547008547008548,0.00022509581802366196,0.3794389492459867,0.007499773778423866,468,397,302,572
BARRAGE,0.00042735042735042735,0.0,0.26518585675430645,0.0001396500145866744,2176,1310,2234,2189
BATROC / GEORGES BATRO,0.0059829059829059825,0.00027514661878642963,0.35703387244430884,0.0031210986373439676,702,372,573,1019
BATTLEAXE / ,0.002136752136752137,3.7759336604997136e-07,0.26271471876052543,0.00010579881281566714,1489,1147,2249,2210
BATTLESTAR / LEMAR HOS,0.005555555555555556,0.00027593428925154484,0.35681610247026535,0.004322599158613109,754,371,576,827
"BAXTER, NOAH",0.002136752136752137,0.0,0.34170560747663553,0.0049083842709189964,1489,1310,1164,755
BAYMAX,0.0008547008547008547,0.0,0.2687801516195727,4.171790472036947e-05,1996,1310,2199,2291
"BAZIN, ALLEGRA",0.002136752136752137,0.0,0.31026252983293556,0.0006108242605865633,1489,1310,1948,1982
"BAZIN, PHILLIPPE",0.002136752136752137,0.0,0.31026252983293556,0.000611434366901096,1489,1310,1948,1980
"BEACH, GINGER",0.002136752136752137,0.0,0.32763931671800617,0.0012002259889778257,1489,1310,1625,1685
"BEACH, SPIDER",0.002136752136752137,0.0,0.32763931671800617,0.0012002259889778244,1489,1310,1625,1686
BEAST / HENRY &HANK& P,0.14017094017094017,0.02612238978989511,0.5109170305676856,0.1283743506947767,6,13,5,3
BEAUTY,0.0038461538461538464,0.00011375269227198745,0.32672437866517734,0.0020853162315330447,1005,497,1637,1298
BEDLAM II / OLISA KABA,0.001282051282051282,0.0,0.34071054164239956,0.0014627951922428358,1804,1310,1197,1561
BEDLAM / JESSE AARONSO,0.005555555555555556,2.927598641944996e-06,0.314262691377921,0.0029801370666516385,754,934,1878,1050
BEEFER,0.002136752136752137,0.0,0.33352337514253133,0.0016175137955300872,1489,1310,1446,1487
BEETLE / ABNER RONALD,0.03290598290598291,0.002071888316209934,0.41965566714490676,0.03548143211346195,124,158,162,149
BEETLE II / LEILA DAVI,0.004700854700854701,0.0,0.3546529251288269,0.00400295052902817,861,1310,640,861
BELASCO,0.0008547008547008547,0.0,0.28792912513842744,0.0003980419688077287,1996,1310,2123,2087
BELLAM,0.0038461538461538464,0.0,0.33868866695614414,0.0018297995405605445,1005,1310,1253,1394
"BENJAMIN, BYRON",0.0008547008547008547,0.0,0.2323733862959285,8.11898837669977e-06,1996,1310,2335,2332
"BENNING, VERONICA",0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
"BENTLEY, MILES",0.002136752136752137,0.0,0.30660377358490565,0.000438133095777837,1489,1310,1980,2058
"BENTLEY, VICTORIA",0.0029914529914529912,1.8424639265966258e-05,0.334907685702018,0.002330588873812763,1243,701,1399,1225
BEREET,0.004700854700854701,1.3896436594729018e-05,0.3743401055831067,0.008400053265859417,861,727,348,517
"BERENGHETTI, MICHAEL",0.001282051282051282,0.0,0.33452466047176554,0.001273354759098208,1804,1310,1411,1637
"BERGER, PROF.",0.0017094017094017094,0.0,0.3083410198972197,0.0005504594873796635,1649,1310,1964,2005
"BERGIER, REBECCA",0.001282051282051282,0.0,0.30688524590163935,0.0005513713682569509,1804,1310,1975,2003
"BERKELEY, TRAVIS",0.00042735042735042735,0.0,0.3068047725186836,0.0005404378997053467,2176,1310,1978,2014
BERNARD THE POET,0.001282051282051282,0.0,0.339179591245108,0.0024307417327931835,1804,1310,1235,1186
BERNIE,0.00042735042735042735,0.0,0.32253618194348727,0.0007981979654487358,2176,1310,1719,1919
"BERNSTEIN, DR. NOAH",0.001282051282051282,0.0,0.31208322219258466,0.0005099170427633517,1804,1310,1924,2026
BETA RAY BILL,0.01623931623931624,0.00020783923204245624,0.36792452830188677,0.015176138135374887,261,416,407,335
BEYONDER,0.01581196581196581,0.00012753400300797476,0.418081114882973,0.03065036826070136,267,484,166,176
BI-BEAST II,0.00042735042735042735,0.0,0.33433347621088727,0.0011298996369302004,2176,1310,1430,1736
BIG BEN / ,0.00042735042735042735,0.0,0.312,0.0004918985219731966,2176,1310,1929,2035
BIG BERTHA / ASHLEY CR,0.0029914529914529912,0.0,0.3542770628311885,0.003217015576718638,1243,1310,650,992
BIG MAN / FREDERICK FO,0.0059829059829059825,1.9090965120771938e-07,0.3498803827751196,0.004016369541171395,702,1209,816,858
"BILLUPS, AGENT",0.0008547008547008547,0.0,0.35082458770614694,0.0015879064853256786,1996,1310,780,1496
BINARY / CAROL DANVERS,0.046153846153846156,0.005608399934569205,0.4540162980209546,0.06358337904979948,76,75,76,75
BIRDBRAIN,0.002564102564102564,0.0,0.32855939342881213,0.003131226686347165,1362,1310,1603,1014
BIRD MAN / HENRY HAWK,0.003418803418803419,5.9072092320272384e-05,0.33060186493359706,0.0015245290842485987,1126,578,1503,1535
BISHOP  / ,0.038461538461538464,0.005996714741567683,0.42207792207792205,0.04957928904320214,100,72,155,102
BLACKBODY,0.001282051282051282,0.0,0.3202846975088968,0.0008627950543206568,1804,1310,1775,1883
BLACK BOLT / BLACKANTO,0.02905982905982906,0.0019268438405356553,0.43902439024390244,0.04155337175430473,150,166,96,126
BLACK BRIGADE,0.001282051282051282,0.0,0.3443708609271523,0.0024519210866063516,1804,1310,1104,1181
BLACK CAT / FELICIA HA,0.02264957264957265,0.0014795421528787122,0.3873530872372124,0.01342079093602586,182,196,256,374
BLACK CROW / JESSE BLA,0.0008547008547008547,0.0,0.35082458770614694,0.0014950886524864736,1996,1310,780,1545
BLACK FOX II / ,0.001282051282051282,0.0,0.34718100890207715,0.0018019264853566081,1804,1310,976,1401
BLACK GOLIATH / DR. WI,0.008974358974358974,0.0005315062012748,0.37772397094430993,0.01653168322836782,442,315,316,309
BLACKHEART,0.0008547008547008547,0.0,0.33097595473833097,0.001317167381017792,1996,1310,1500,1622
BLACK KING / SEBASTIAN,0.02094017094017094,0.00022323948627542788,0.3685619782642936,0.02413011740027419,208,399,400,224
BLACK KNIGHT III / EOB,0.00042735042735042735,0.0,0.3238306116800443,0.0009546576889682098,2176,1310,1676,1829
BLACK KNIGHT IV / PROF,0.004700854700854701,1.2963935435341335e-07,0.37142857142857144,0.011589989813425943,861,1241,368,414
BLACK KNIGHT / SIR PER,0.002136752136752137,3.836210949551613e-06,0.33519553072625696,0.0022650001358665317,1489,903,1388,1242
BLACK KNIGHT V / DANE,0.07735042735042735,0.005877407922676608,0.47882136279926335,0.0967519202210418,37,73,34,32
BLACK KNIGHT V STATU,0.00641025641025641,6.893366577081195e-08,0.3836694540088539,0.014028704532571063,653,1282,271,358
BLACK LAMA,0.0008547008547008547,0.0,0.3378085751407536,0.0012348633180397867,1996,1310,1309,1658
BLACK MAMBA / TANYA SE,0.014102564102564103,0.0007683326963630974,0.35605599513085817,0.003757932625007822,296,275,597,890
BLACKOUT II / ,0.0017094017094017094,0.0,0.30512452731777284,0.00040880864442793943,1649,1310,1989,2078
BLACKOUT / MARCUS DANI,0.0059829059829059825,0.0,0.35470668485675305,0.007736675734648873,702,1310,637,559
BLACK PANTHER / T'CHAL,0.062393162393162394,0.01268631277612432,0.4655789892558695,0.07561426321677694,52,39,49,52
BLACK RACER / ,0.006837606837606838,8.432606189701596e-08,0.35182679296346414,0.0019704695444894373,605,1271,720,1346
BLACK TARANTULA II / C,0.003418803418803419,1.2180431162902304e-07,0.3476968796433878,0.002123231552173487,1126,1244,931,1282
BLACK TOM CASSIDY,0.00811965811965812,0.00020832895806034016,0.37638732507640343,0.01199095179840739,497,415,329,404
BLACK WIDOW II / YELEN,0.0008547008547008547,0.0,0.334811847188439,0.0018953242527673716,1996,1310,1401,1375
BLACK WIDOW / NATASHA,0.08931623931623932,0.012570597526992806,0.4869927159209157,0.09927324163552062,33,40,31,29
BLACKWING / JOSEPH MAN,0.002564102564102564,0.0,0.2928660826032541,0.0004871937466285734,1362,1310,2095,2044
BLADE / ,0.0029914529914529912,0.00019073192482989358,0.3294846522106449,0.0010386062052795445,1243,428,1541,1791
"BLAIRE, CARTER",0.002564102564102564,1.524368187511285e-05,0.3455914931324767,0.002794951695323115,1362,717,1076,1099
"BLAKE, BECKY",0.005128205128205128,7.457102966755573e-05,0.36116684673560734,0.004151654843612623,808,546,500,846
"BLAKE, DR. DONALD (C",0.003418803418803419,0.0,0.3386396526772793,0.0018074038477406014,1126,1310,1255,1399
BLAQUESMITH,0.007264957264957265,0.00011805576674706888,0.3460514640638864,0.006097806228991109,562,493,1056,658
BLASTAAR,0.002136752136752137,0.0,0.3416557161629435,0.004934364885112954,1489,1310,1165,753
"BLAZE, ROXANNE SIMPS",0.002564102564102564,8.164329124633702e-06,0.3036200856364344,0.0006737774017913838,1362,818,2012,1956
"BLESSING, MORGANA",0.004700854700854701,4.958669258243135e-06,0.3298097251585624,0.0016829065781747588,861,879,1533,1456
BLIND AL / ALTHEA,0.0029914529914529912,7.06765645829905e-06,0.26142330465869734,7.085053043457013e-05,1243,834,2263,2244
BLITZIANA,0.007264957264957265,3.755507149367121e-06,0.3404131510037824,0.0033518515116116388,562,905,1206,976
BLITZKRIEG / ,0.0008547008547008547,2.91658557041977e-05,0.3508771929824561,0.0014499961729587533,1996,655,769,1562
BLIZZARD II / DONALD G,0.0029914529914529912,4.696835836577731e-06,0.3437132784958872,0.0033042293893123945,1243,883,1120,980
BLIZZARD / PROF. GREGO,0.0008547008547008547,0.0,0.3378085751407536,0.001343666684294989,1996,1310,1309,1608
BLOB / FRED J. DUKES,0.03205128205128205,0.0010600305416226248,0.4320531757754801,0.044594857031658906,127,223,120,112
BLOCKADE / DEXTER PARI,0.00042735042735042735,0.0,0.3082191780821918,0.0005336577204166217,2176,1310,1968,2017
BLOCKBUSTER III / MICH,0.00042735042735042735,0.0,0.25948103792415167,8.164402637724321e-05,2176,1310,2276,2222
BLOODAXE / JACKIE LUKU,0.012393162393162393,8.650746241878217e-05,0.36077705827937095,0.00852529001454467,335,533,509,513
BLOOD BROTHERS,0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
BLOODSCREAM,0.003418803418803419,2.3987463670147677e-07,0.3457957736072115,0.0019406533274618318,1126,1197,1071,1361
BLOODSTONE / ULYSSES B,0.0017094017094017094,0.0008547008547008548,0.31536388140161725,0.0008172162032896509,1649,257,1872,1907
BLOODSTORM | MUTANT,0.008974358974358974,1.0214161560890931e-05,0.3183240375459121,0.00106425631225141,442,781,1807,1778
BLOODSTRIKE / ERIC CON,0.00641025641025641,4.479261120987724e-08,0.33248081841432225,0.004456115148745896,653,1293,1470,807
BLOOD WRAITH / SEAN DO,0.00042735042735042735,0.0,0.27754714743209585,0.0001782265741092949,2176,1310,2159,2164
BLUE DIAMOND / PROFESS,0.0038461538461538464,0.0,0.3561101810987673,0.0030067356904682424,1005,1310,589,1045
BLUE STREAK / ,0.0008547008547008547,0.0,0.35082458770614694,0.001468871805138701,1996,1310,780,1559
BOBCAT / ,0.00042735042735042735,0.0,0.32897511598481655,0.0010728709900029497,2176,1310,1578,1773
BODYBAG,0.00811965811965812,0.00018927960832715627,0.3288826423049895,0.0034807946450291323,497,430,1583,951
"BOGGS, MORDECAI P.",0.0008547008547008547,0.0,0.313211082853701,0.0009737812300815267,1996,1310,1893,1807
"BOLT, COUNCILMAN AND",0.00042735042735042735,0.0,0.3507719982011692,0.0014456122137333884,2176,1310,786,1564
BOLT II / CHRIS BRADLE,0.004700854700854701,0.0005875344968346971,0.34320915224405985,0.0037805477843113303,861,306,1134,885
BOMBSHELL / ,0.004700854700854701,4.983580633912931e-05,0.35492188684968906,0.002873038670033168,861,595,627,1080
BONEBREAKER / ,0.006837606837606838,0.0002794939020688736,0.3497235091914512,0.007584246065966756,605,369,823,569
BONES / ELIZABETH BLIS,0.0008547008547008547,0.0,0.2593947455936149,3.204484666744748e-05,1996,1310,2279,2298
BOOMERANG / FRED MYERS,0.00811965811965812,0.0009220047009933704,0.37243355085150404,0.0076836985883523695,497,237,357,561
BOOMER / TABITHA SMITH,0.04871794871794872,0.00438988475911829,0.3877381938690969,0.03842228038797276,71,97,253,140
BOOMSLANG / ,0.007264957264957265,6.611790436935208e-06,0.35278154681139756,0.003162777110252232,562,840,687,1002
BOONE,0.003418803418803419,5.438107843684545e-07,0.3492537313432836,0.0018971513877505857,1126,1113,844,1373
"BORROUGHS, CHARLES C",0.001282051282051282,0.0,0.32925284930350357,0.0010768290244075735,1804,1310,1555,1772
"BOUDREAUX, BELLA DON",0.0059829059829059825,0.000293052939028184,0.35320754716981134,0.005810751524824546,702,362,676,674
BOUNTY II,0.002136752136752137,0.0,0.3416557161629435,0.004852907711178027,1489,1310,1165,758
BOVA,0.011538461538461539,0.00014259790082006064,0.36984352773826457,0.011775493355188368,361,471,385,408
"BOWEN, FATHER MICHAE",0.0029914529914529912,0.0,0.303975058456742,0.00043568108041388404,1243,1310,2004,2062
BOX IV / MADISON JEFFR,0.019230769230769232,0.0003060759060359123,0.37937743190661477,0.01618061171242223,229,357,305,316
BOX / ROGER BOCHS,0.007692307692307693,1.1615169467693552e-05,0.3364002300172513,0.006512565526024996,530,766,1374,631
"BRADDOCK, JAMES JR.",0.0008547008547008547,0.0,0.32722696126415884,0.001309572566313034,1996,1310,1632,1629
"BRADLEY, CARRIE",0.002564102564102564,0.0,0.2637214020060859,0.0001291599424928307,1362,1310,2240,2205
BRAINCHILD,0.005128205128205128,5.846166187255245e-06,0.35071942446043164,0.006812103036132505,808,854,794,610
